Team,Year,Bronze,Gold,Silver,Total Medals,Country,Country_Code,Population,log10(Population),Country Name,Country Code,Indicator Name,GDP,GDP (in USD)
Brazil,1972,2.0,0.0,0.0,2.0,Brazil,BRA,100143598.0,8.000623190852334,Brazil,BRA,GDP (current US$),58539008786.3684,58539008786.3684
Brazil,1976,3.0,0.0,0.0,3.0,Brazil,BRA,110213082.0,8.042233147176502,Brazil,BRA,GDP (current US$),152678020452.829,152678020452.829
Brazil,1980,5.0,4.0,0.0,9.0,Brazil,BRA,121159761.0,8.083358407971453,Brazil,BRA,GDP (current US$),235024598983.26102,235024598983.26102
Brazil,1984,2.0,1.0,33.0,36.0,Brazil,BRA,132800684.0,8.123200311904442,Brazil,BRA,GDP (current US$),209023912696.839,209023912696.839
Brazil,1988,5.0,1.0,17.0,23.0,Brazil,BRA,144001542.0,8.158367142640428,Brazil,BRA,GDP (current US$),330397381998.489,330397381998.489
Brazil,1992,0.0,13.0,1.0,14.0,Brazil,BRA,154564278.0,8.189109129555902,Brazil,BRA,GDP (current US$),400599250000.0,400599250000.0
Brazil,1996,43.0,3.0,13.0,59.0,Brazil,BRA,164913306.0,8.217255698029252,Brazil,BRA,GDP (current US$),850426432991.7421,850426432991.7421
Brazil,2000,34.0,0.0,8.0,42.0,Brazil,BRA,175287587.0,8.243751162595348,Brazil,BRA,GDP (current US$),655420645476.906,655420645476.906
Brazil,2004,3.0,16.0,17.0,36.0,Brazil,BRA,184738458.0,8.266557314273927,Brazil,BRA,GDP (current US$),669316654017.094,669316654017.094
Brazil,2008,28.0,14.0,32.0,74.0,Brazil,BRA,192979029.0,8.28551011686051,Brazil,BRA,GDP (current US$),1695824565983.2,1695824565983.2
Brazil,2012,9.0,14.0,32.0,55.0,Brazil,BRA,200560983.0,8.302246449542249,Brazil,BRA,GDP (current US$),2465188674415.03,2465188674415.03
Brazil,2016,6.0,34.0,6.0,46.0,Brazil,BRA,207652865.0,8.31733792747627,Brazil,BRA,GDP (current US$),1796275437087.99,1796275437087.99
Bulgaria,1960,3.0,1.0,3.0,7.0,Bulgaria,BGR,7867374.0,6.895829796193722,Bulgaria,BGR,GDP (current US$),,
Bulgaria,1964,2.0,3.0,5.0,10.0,Bulgaria,BGR,8144340.0,6.910855895768916,Bulgaria,BGR,GDP (current US$),,
Bulgaria,1968,3.0,2.0,21.0,26.0,Bulgaria,BGR,8369603.0,6.922704858351877,Bulgaria,BGR,GDP (current US$),,
Bulgaria,1972,6.0,6.0,10.0,22.0,Bulgaria,BGR,8576200.0,6.933294900366836,Bulgaria,BGR,GDP (current US$),,
Bulgaria,1976,18.0,8.0,13.0,39.0,Bulgaria,BGR,8758599.0,6.94243464324237,Bulgaria,BGR,GDP (current US$),,
Bulgaria,1980,38.0,8.0,44.0,90.0,Bulgaria,BGR,8861535.0,6.947508957134041,Bulgaria,BGR,GDP (current US$),19839230769.2308,19839230769.2308
Bulgaria,1988,17.0,10.0,14.0,41.0,Bulgaria,BGR,8981446.0,6.953346263088839,Bulgaria,BGR,GDP (current US$),22555941176.4706,22555941176.4706
Bulgaria,1992,7.0,3.0,7.0,17.0,Bulgaria,BGR,8540164.0,6.931466210690311,Bulgaria,BGR,GDP (current US$),10350515463.9175,10350515463.9175
Bulgaria,1996,6.0,3.0,12.0,21.0,Bulgaria,BGR,8362826.0,6.922353060789814,Bulgaria,BGR,GDP (current US$),12184935356.9421,12184935356.9421
Bulgaria,2000,2.0,5.0,6.0,13.0,Bulgaria,BGR,8170172.0,6.912231199477898,Bulgaria,BGR,GDP (current US$),13153016530.8718,13153016530.8718
Bulgaria,2004,14.0,2.0,1.0,17.0,Bulgaria,BGR,7716860.0,6.887440621310081,Bulgaria,BGR,GDP (current US$),25957970922.4811,25957970922.4811
Bulgaria,2008,3.0,1.0,1.0,5.0,Bulgaria,BGR,7492561.0,6.874630287400873,Bulgaria,BGR,GDP (current US$),54409138498.3548,54409138498.3548
Bulgaria,2012,1.0,0.0,1.0,2.0,Bulgaria,BGR,7305888.0,6.863673010148714,Bulgaria,BGR,GDP (current US$),53903022339.0276,53903022339.0276
Bulgaria,2016,6.0,0.0,1.0,7.0,Bulgaria,BGR,7127822.0,6.852956845716948,Bulgaria,BGR,GDP (current US$),53240950226.2443,53240950226.2443
Burundi,1996,0.0,1.0,0.0,1.0,Burundi,BDI,6041112.0,6.7811168874644565,Burundi,BDI,GDP (current US$),869033856.317093,869033856.317093
Burundi,2016,0.0,0.0,1.0,1.0,Burundi,BDI,10524117.0,7.022185667632207,Burundi,BDI,GDP (current US$),2959640987.29943,2959640987.29943
Cameroon,1968,0.0,0.0,1.0,1.0,Cameroon,CMR,6208282.0,6.792971435740844,Cameroon,CMR,GDP (current US$),1053077155.17925,1053077155.17925
Cameroon,1984,1.0,0.0,0.0,1.0,Cameroon,CMR,9742263.0,6.9886598495128,Cameroon,CMR,GDP (current US$),7801858825.184159,7801858825.184159
Cameroon,2000,0.0,18.0,0.0,18.0,Cameroon,CMR,15274234.0,7.1839594396730435,Cameroon,CMR,GDP (current US$),10083937740.0624,10083937740.0624
Cameroon,2004,0.0,1.0,0.0,1.0,Cameroon,CMR,16959081.0,7.2294023144629955,Cameroon,CMR,GDP (current US$),17430933517.2998,17430933517.2998
Cameroon,2008,0.0,1.0,0.0,1.0,Cameroon,CMR,18907008.0,7.276622807961962,Cameroon,CMR,GDP (current US$),26409781215.1844,26409781215.1844
Canada,1960,0.0,0.0,9.0,9.0,Canada,CAN,17909009.0,7.2530715547078195,Canada,CAN,GDP (current US$),40461721692.6468,40461721692.6468
Canada,1964,1.0,2.0,2.0,5.0,Canada,CAN,19325000.0,7.2861195025903625,Canada,CAN,GDP (current US$),49377522896.702995,49377522896.702995
Canada,1968,4.0,3.0,3.0,10.0,Canada,CAN,20744000.0,7.316892503761295,Canada,CAN,GDP (current US$),71829810519.8955,71829810519.8955
Canada,1972,9.0,0.0,2.0,11.0,Canada,CAN,21993631.0,7.342296934367018,Canada,CAN,GDP (current US$),113082820992.019,113082820992.019
Canada,1976,14.0,0.0,9.0,23.0,Canada,CAN,23518000.0,7.3714003860309845,Canada,CAN,GDP (current US$),206575564401.62302,206575564401.62302
Canada,1984,32.0,19.0,36.0,87.0,Canada,CAN,25702000.0,7.409966919252241,Canada,CAN,GDP (current US$),355372558103.62103,355372558103.62103
Canada,1988,14.0,4.0,5.0,23.0,Canada,CAN,26895000.0,7.429671548617864,Canada,CAN,GDP (current US$),507354351182.25397,507354351182.25397
Canada,1992,12.0,27.0,5.0,44.0,Canada,CAN,28519597.0,7.455143384366617,Canada,CAN,GDP (current US$),592387689252.916,592387689252.916
Canada,1996,10.0,8.0,30.0,48.0,Canada,CAN,29671900.0,7.4723453566672315,Canada,CAN,GDP (current US$),628546387972.131,628546387972.131
Canada,2000,23.0,4.0,4.0,31.0,Canada,CAN,30769700.0,7.488123261961475,Canada,CAN,GDP (current US$),742295468318.6321,742295468318.6321
Canada,2004,4.0,3.0,10.0,17.0,Canada,CAN,31995000.0,7.50508211450511,Canada,CAN,GDP (current US$),1023196771714.07,1023196771714.07
Canada,2008,11.0,11.0,13.0,35.0,Canada,CAN,33245773.0,7.5217364352188785,Canada,CAN,GDP (current US$),1549131208997.19,1549131208997.19
Canada,2012,33.0,1.0,21.0,55.0,Canada,CAN,34750545.0,7.540961620109919,Canada,CAN,GDP (current US$),1823966686523.63,1823966686523.63
Canada,2016,61.0,4.0,4.0,69.0,Canada,CAN,36286425.0,7.559744182880832,Canada,CAN,GDP (current US$),1526705529135.32,1526705529135.32
Chile,1988,0.0,0.0,1.0,1.0,Chile,CHL,12809025.0,7.107516073286054,Chile,CHL,GDP (current US$),26040229793.0697,26040229793.0697
Chile,2000,17.0,0.0,0.0,17.0,Chile,CHL,15262754.0,7.183632904463537,Chile,CHL,GDP (current US$),77860932151.8471,77860932151.8471
Chile,2004,1.0,3.0,0.0,4.0,Chile,CHL,15973778.0,7.203407644410654,Chile,CHL,GDP (current US$),99210392857.6116,99210392857.6116
Chile,2008,0.0,0.0,1.0,1.0,Chile,CHL,16661942.0,7.221725618363178,Chile,CHL,GDP (current US$),179638496278.57397,179638496278.57397
China,1984,37.0,24.0,13.0,74.0,China,CHN,1036825000.0,9.015705460392981,China,CHN,GDP (current US$),259946510957.143,259946510957.143
China,1988,30.0,4.0,16.0,50.0,China,CHN,1101630000.0,9.042035754279597,China,CHN,GDP (current US$),312353631207.819,312353631207.819
China,1992,15.0,14.0,41.0,70.0,China,CHN,1164970000.0,9.066314741669151,China,CHN,GDP (current US$),426915712711.146,426915712711.146
China,1996,15.0,13.0,66.0,94.0,China,CHN,1217550000.0,9.085486805022787,China,CHN,GDP (current US$),863746717503.7891,863746717503.7891
China,2000,15.0,31.0,19.0,65.0,China,CHN,1262645000.0,9.101281263292798,China,CHN,GDP (current US$),1211346869605.24,1211346869605.24
China,2004,13.0,42.0,27.0,82.0,China,CHN,1296075000.0,9.112630133589898,China,CHN,GDP (current US$),1955347004963.27,1955347004963.27
China,2008,49.0,72.0,49.0,170.0,China,CHN,1324655000.0,9.122102783098471,China,CHN,GDP (current US$),4594306848763.08,4594306848763.08
China,2012,29.0,50.0,38.0,117.0,China,CHN,1350695000.0,9.130557292196562,China,CHN,GDP (current US$),8532230724141.76,8532230724141.76
China,2016,35.0,44.0,30.0,109.0,China,CHN,1378665000.0,9.1394587503484,China,CHN,GDP (current US$),11137945669350.6,11137945669350.6
Colombia,1972,2.0,0.0,1.0,3.0,Colombia,COL,23146803.0,7.364491015425731,Colombia,COL,GDP (current US$),8671358732.68486,8671358732.68486
Colombia,1984,0.0,0.0,1.0,1.0,Colombia,COL,30350086.0,7.482159926029811,Colombia,COL,GDP (current US$),38253120737.9671,38253120737.9671
Colombia,1988,1.0,0.0,0.0,1.0,Colombia,COL,32975535.0,7.518191850334036,Colombia,COL,GDP (current US$),39212550050.4223,39212550050.4223
Colombia,1992,1.0,0.0,0.0,1.0,Colombia,COL,35558682.0,7.55094565525838,Colombia,COL,GDP (current US$),58418985443.3172,58418985443.3172
Colombia,2000,0.0,1.0,0.0,1.0,Colombia,COL,40403958.0,7.606423910985914,Colombia,COL,GDP (current US$),99886577330.7271,99886577330.7271
Colombia,2004,2.0,0.0,0.0,2.0,Colombia,COL,42724163.0,7.630673563305191,Colombia,COL,GDP (current US$),117081522349.67699,117081522349.67699
Colombia,2008,1.0,0.0,1.0,2.0,Colombia,COL,44901544.0,7.652261275060139,Colombia,COL,GDP (current US$),241710969502.89398,241710969502.89398
Colombia,2012,4.0,1.0,3.0,8.0,Colombia,COL,46881475.0,7.671001267137243,Colombia,COL,GDP (current US$),370574421703.06,370574421703.06
Colombia,2016,3.0,3.0,2.0,8.0,Colombia,COL,48653419.0,7.6871133646590515,Colombia,COL,GDP (current US$),282825009887.458,282825009887.458
Costa Rica,1988,0.0,0.0,1.0,1.0,Costa Rica,CRI,2944557.0,6.469019965701321,Costa Rica,CRI,GDP (current US$),4614629898.40348,4614629898.40348
Costa Rica,1996,0.0,1.0,0.0,1.0,Costa Rica,CRI,3596732.0,6.555908078836774,Costa Rica,CRI,GDP (current US$),11618286652.063,11618286652.063
Costa Rica,2000,2.0,0.0,0.0,2.0,Costa Rica,CRI,3925443.0,6.593888675501397,Costa Rica,CRI,GDP (current US$),14949514493.331999,14949514493.331999
Cote d'Ivoire,1984,0.0,0.0,1.0,1.0,Cote d'Ivoire,CIV,9826055.0,6.992379190709617,Cote d'Ivoire,CIV,GDP (current US$),6841638714.5454,6841638714.5454
Cote d'Ivoire,2016,1.0,1.0,0.0,2.0,Cote d'Ivoire,CIV,23695919.0,7.374673556626443,Cote d'Ivoire,CIV,GDP (current US$),35296977343.6523,35296977343.6523
Croatia,1992,3.0,0.0,12.0,15.0,Croatia,HRV,4470000.0,6.650307523131937,Croatia,HRV,GDP (current US$),,
Croatia,1996,0.0,16.0,12.0,28.0,Croatia,HRV,4494000.0,6.6526330680831105,Croatia,HRV,GDP (current US$),23710279341.9455,23710279341.9455
Croatia,2000,9.0,1.0,0.0,10.0,Croatia,HRV,4426000.0,6.646011409591239,Croatia,HRV,GDP (current US$),21669159307.5371,21669159307.5371
Croatia,2004,3.0,15.0,3.0,21.0,Croatia,HRV,4439000.0,6.647285145025367,Croatia,HRV,GDP (current US$),41594418573.8197,41594418573.8197
Croatia,2008,3.0,0.0,2.0,5.0,Croatia,HRV,4434508.0,6.646845442716121,Croatia,HRV,GDP (current US$),70288911412.9333,70288911412.9333
Croatia,2012,16.0,15.0,4.0,35.0,Croatia,HRV,4267558.0,6.630179432284435,Croatia,HRV,GDP (current US$),56494436182.7599,56494436182.7599
Croatia,2016,2.0,7.0,15.0,24.0,Croatia,HRV,4170600.0,6.620198538893281,Croatia,HRV,GDP (current US$),51596929180.1352,51596929180.1352
Cuba,1964,0.0,0.0,1.0,1.0,Cuba,CUB,7787146.0,6.891378317292777,Cuba,CUB,GDP (current US$),,
Cuba,1968,0.0,0.0,10.0,10.0,Cuba,CUB,8413327.0,6.924967768926988,Cuba,CUB,GDP (current US$),,
Cuba,1972,18.0,3.0,1.0,22.0,Cuba,CUB,9025300.0,6.955461646719431,Cuba,CUB,GDP (current US$),8135150891.92025,8135150891.92025
Cuba,1976,14.0,6.0,4.0,24.0,Cuba,CUB,9544271.0,6.979742762193476,Cuba,CUB,GDP (current US$),13789579902.5579,13789579902.5579
Cuba,1980,5.0,8.0,7.0,20.0,Cuba,CUB,9835177.0,6.992782180160957,Cuba,CUB,GDP (current US$),19912889861.1111,19912889861.1111
